Gene_acc,Gene_id,NST1p1,NST1p2,NST1p3,NST1p4,NST1m1,NST1m2,NST1m3,NST1m4,Desc
660,Tb927.10.14750,825060.0,727070.0,780970.0,722860.0,1301400.0,1343000.0,1430600.0,1358100.0,"fibrillarin, putative"
661,Tb927.10.14760,351800.0,369980.0,311550.0,298350.0,618510.0,601090.0,639920.0,634040.0,"clathrin light chain, putative"
662,Tb927.10.14770,2114100.0,2153200.0,2054600.0,2269100.0,3572800.0,3703100.0,3892200.0,3853100.0,Associated kinase of Tb14-3-3
663,Tb927.10.14780,1075900.0,995500.0,1039200.0,1071000.0,1803500.0,1728200.0,1964100.0,1862800.0,Canertinib-binding protein kinase 1
664,Tb927.10.14790,7774900.0,8226300.0,7422000.0,7189700.0,11945000.0,12378000.0,13027000.0,12847000.0,"metallo-peptidase, Clan MG, Family M24"
665,Tb927.10.14810,642000.0,630330.0,563160.0,602800.0,1087000.0,1107800.0,1234900.0,1057700.0,"multiprotein-bridging factor 1, putative"
666,Tb927.10.14840,1399600.0,1750900.0,1537100.0,1388700.0,2790900.0,2667100.0,2761900.0,2617400.0,Mitochondrial ADP/ATP carrier protein 5a
667,Tb927.10.14860,178260.0,194740.0,171980.0,182090.0,299010.0,313150.0,325500.0,310600.0,NADH-ubiquinone oxidoreductase B14 subunit
668,Tb927.10.14870,80814.0,86884.0,70566.0,65997.0,133210.0,142500.0,159520.0,134980.0,"hypothetical protein, conserved"
669,Tb927.10.14880,99357.0,102750.0,107610.0,107090.0,144200.0,153920.0,153790.0,153040.0,centrosomal protein of 104 kDa
670,Tb927.10.1490,1773000.0,1694000.0,1729700.0,1808000.0,3137800.0,3158900.0,3085900.0,3205800.0,"Temperature dependent protein affecting M2 dsRNA replication, putative"
671,Tb927.10.14910,506180.0,481320.0,538790.0,455100.0,716260.0,828070.0,855760.0,774000.0,"Sarcalumenin, putative"
672,Tb927.10.14930,225820.0,218860.0,215300.0,230900.0,368020.0,362470.0,393300.0,379020.0,Zinc finger CCCH domain-containing protein 39
673,Tb927.10.14950,616980.0,600940.0,539130.0,604270.0,1092600.0,1037700.0,1137900.0,1225900.0,Zinc finger CCCH domain-containing protein 40
674,Tb927.10.14980,2603900.0,2639200.0,2483400.0,2510700.0,4139800.0,4314200.0,4629200.0,4311200.0,intraflagellar transport protein 52
675,Tb927.10.14990,2625400.0,2623500.0,2532100.0,2567000.0,4104300.0,4243800.0,4548000.0,4316400.0,intraflagellar transport protein 80
676,Tb927.10.1500,5885900.0,5865200.0,5724200.0,5527000.0,9648500.0,9413000.0,9772300.0,9307200.0,"methionyl-tRNA synthetase, putative"
677,Tb927.10.15000,1677300.0,1698900.0,1635900.0,1671300.0,2839400.0,2892700.0,2921600.0,2859600.0,"hypothetical protein, conserved"
678,Tb927.10.15080,21076.0,21887.0,19693.0,22908.0,39600.0,37168.0,37684.0,39387.0,WD40 Repeat 1
679,Tb927.10.1510,5850600.0,5921000.0,5603500.0,5812100.0,9568500.0,10099000.0,10541000.0,10113000.0,CCR4-NOT transcription complex subunit 1
680,Tb927.2.5910,12238000.0,12492000.0,11623000.0,12462000.0,21464000.0,19983000.0,21165000.0,19943000.0,"40S ribosomal protein S13, putative"
681,Tb927.10.15130,94924.0,120930.0,131470.0,120080.0,226650.0,217170.0,207350.0,247260.0,"Vesicle-trafficking protein SEC22, putative"
682,Tb927.10.15160,188220.0,184420.0,180710.0,173800.0,294850.0,283780.0,288950.0,303010.0,"hypothetical protein, conserved"
683,Tb927.10.15170,426370.0,451360.0,488300.0,471980.0,804990.0,769580.0,785610.0,744730.0,"hypothetical protein, conserved"
684,Tb927.10.15180,2983400.0,2862700.0,3046000.0,3179400.0,4896100.0,4766000.0,5235500.0,5007100.0,"nucleosome assembly protein, putative"
685,Tb927.10.1520,339430.0,320420.0,309420.0,310240.0,506370.0,549300.0,587310.0,528560.0,"ras-related protein Rab21, putative"
686,Tb927.10.15200,62539.0,58950.0,49328.0,58807.0,102470.0,106140.0,106700.0,99692.0,"Predicted coiled-coil domain-containing protein (DUF2360), putative"
687,Tb927.10.15210,17562.0,11246.0,18250.0,17901.0,30850.0,31743.0,32398.0,24329.0,nuclear cap binding complex subunit CBP30
688,Tb927.10.15280,208070.0,203670.0,174940.0,206240.0,331390.0,381660.0,356520.0,362700.0,"Domain of Unknown Function (DUF1042), putative"
689,Tb927.10.15290,191470.0,192100.0,181660.0,182800.0,320710.0,326420.0,339160.0,296690.0,"tubulin binding cofactor c, putative"
690,Tb927.10.15300,54517.0,76583.0,66785.0,72304.0,116300.0,126560.0,114360.0,120870.0,"Calcium/calmodulin-dependent protein kinase kinase, putative"
691,Tb927.10.15310,234930.0,219640.0,240540.0,250130.0,328020.0,397090.0,425490.0,375860.0,"hypothetical protein, conserved"
692,Tb927.10.15330,1228800.0,1308200.0,1126400.0,1191100.0,1969300.0,1991800.0,2277900.0,2202700.0,"CYTH domain containing protein, putative"
693,Tb927.10.15350,1006000.0,1008800.0,881350.0,947640.0,1620100.0,1658000.0,1666700.0,1635100.0,histone H3 variant V
694,Tb927.10.15360,1031600.0,1040400.0,1010200.0,1027600.0,1722500.0,1758000.0,1875200.0,1747100.0,"hypothetical protein, conserved"
695,Tb927.10.1540,394640.0,414870.0,368570.0,406010.0,662970.0,633750.0,688400.0,706300.0,"zinc finger protein family member, putative"
696,Tb927.10.15430,205200.0,206200.0,196820.0,210710.0,336350.0,317290.0,373460.0,343890.0,"Ankyrin repeats (3 copies), putative"
697,Tb927.10.15440,261290.0,330310.0,299820.0,294280.0,503060.0,498170.0,482750.0,513110.0,"hypothetical protein, conserved"
698,Tb927.10.15470,171280.0,161110.0,153200.0,151140.0,243850.0,265060.0,260860.0,254270.0,"hypothetical protein, conserved"
699,Tb927.10.15480,25649.0,23137.0,28234.0,23868.0,36071.0,41689.0,39986.0,45269.0,"transporter, putative"
700,Tb927.10.1550,2753300.0,2760900.0,2484400.0,2549400.0,4257800.0,4360600.0,4603400.0,4669800.0,proteasome regulatory non-ATP-ase subunit 5
701,Tb927.10.15520,2182900.0,2131800.0,2050000.0,1994900.0,3438000.0,3355900.0,3537000.0,3417200.0,"signal recognition particle protein, putative"
702,Tb927.10.15530,2853200.0,2949000.0,2717000.0,2768700.0,4458000.0,4525700.0,4827900.0,4548400.0,"ABC transport system ATP-binding protein, putative"
703,Tb927.10.15540,118960.0,114790.0,120050.0,118760.0,203990.0,204620.0,228810.0,226190.0,predicted VPS53-like domain protein
704,Tb927.10.15570,16356.0,17432.0,18240.0,14732.0,25146.0,22808.0,28121.0,23186.0,"transcription factor IIa, putative"
705,Tb927.10.15580,11812.0,10982.0,14238.0,16077.0,24897.0,20388.0,28428.0,25394.0,"dynein light chain, putative"
706,Tb927.10.15590,361930.0,384500.0,392600.0,342100.0,792010.0,823090.0,768210.0,824280.0,"macrophage infectivity potentiator, precursor, putative"
707,Tb927.10.1560,558500.0,605690.0,593900.0,573440.0,969930.0,911300.0,1013600.0,1008800.0,Nucleolar protein 91
708,Tb927.10.15640,102870.0,102580.0,110230.0,124280.0,186010.0,179370.0,197950.0,167810.0,"WD domain, G-beta repeat, putative"
709,Tb927.10.15660,991920.0,1012800.0,980800.0,990510.0,1590800.0,1658500.0,1799900.0,1620600.0,"hypothetical protein, conserved"
710,Tb927.10.15680,48260.0,52792.0,45580.0,43166.0,55427.0,56152.0,59800.0,52667.0,"hypothetical protein, conserved"
711,Tb927.10.15710,548380.0,529650.0,493700.0,581990.0,827190.0,819470.0,900110.0,873530.0,mitochondrial carrier protein
712,Tb927.10.15720,2528900.0,2379900.0,2223600.0,2293100.0,3746500.0,3794200.0,4004100.0,3699600.0,proteasome regulatory non-ATP-ase subunit 9
713,Tb927.10.15730,458230.0,489590.0,467290.0,463790.0,721970.0,760240.0,768680.0,742620.0,"SPRY domain/Ankyrin repeats (3 copies), putative"
714,Tb927.10.15740,60773.0,73789.0,69836.0,54532.0,76431.0,101050.0,91590.0,109310.0,"hypothetical protein, conserved"
715,Tb927.10.15760,12009000.0,12741000.0,11313000.0,11953000.0,19708000.0,21100000.0,20143000.0,21039000.0,"hypothetical protein, conserved"
716,Tb927.10.1580,112190.0,97561.0,117170.0,114590.0,166500.0,172520.0,201990.0,189690.0,MICOS complex subunit MIC10-1
717,Tb927.10.15800,17633.0,15447.0,14936.0,18863.0,29255.0,26487.0,27700.0,26262.0,"actin related protein 2, putative"
718,Tb927.10.15830,15152.0,15301.0,12972.0,12531.0,19829.0,15991.0,15886.0,19080.0,SUMO-interacting motif-containing protein
719,Tb927.10.15840,26296.0,26191.0,24408.0,19869.0,33854.0,35224.0,35129.0,30840.0,"hypothetical protein, conserved"
720,Tb927.10.15870,35408.0,26031.0,24942.0,26889.0,50398.0,50728.0,60783.0,53242.0,"RNA binding protein, putative"
721,Tb927.9.15210,1814800.0,1980500.0,1666400.0,1587900.0,2546900.0,3126600.0,2725000.0,2664200.0,"ribosomal protein L36, putative"
722,Tb927.10.15960,216770.0,234710.0,210540.0,214620.0,346470.0,327910.0,345740.0,340510.0,"hypothetical protein, conserved"
723,Tb927.10.16020,102910.0,96673.0,93291.0,94325.0,143460.0,158240.0,142120.0,150110.0,"pre-RNA processing PIH1/Nop17, putative"
724,Tb927.10.16030,23307.0,23565.0,24004.0,22608.0,41965.0,45571.0,46649.0,40685.0,"mitogen activated protein kinase 4, putative"
725,Tb927.10.16100,4255500.0,4645700.0,3760800.0,3904700.0,7366500.0,7653700.0,7714100.0,7270800.0,"FK506-binding protein (FKBP)-type peptidyl-prolyl isomerase, putative"
726,Tb927.10.16120,6485500.0,6585100.0,6260300.0,6318700.0,11400000.0,12057000.0,12344000.0,11505000.0,inosine-5-monophosphate dehydrogenase
727,Tb927.10.16180,10083.0,16120.0,14747.0,11546.0,19861.0,24940.0,20087.0,24454.0,"hypothetical protein, conserved"
728,Tb927.10.1620,344280.0,371130.0,356830.0,348430.0,584770.0,582790.0,596080.0,619750.0,"phosphoserine/threonine/tyrosine-binding protein, putative"
729,Tb927.10.1630,1248500.0,1335200.0,1251000.0,1246700.0,2107100.0,2117700.0,2266100.0,2096300.0,atp-binding cassette sub-family e member 1
730,Tb927.10.1660,34454.0,42574.0,30252.0,39455.0,57060.0,62055.0,61524.0,68268.0,"hypothetical protein, conserved"
731,Tb927.10.1680,17410.0,21042.0,19278.0,21763.0,30280.0,38952.0,31622.0,33042.0,histone deacetylase 1
732,Tb927.10.170,1105400.0,1084600.0,959290.0,1029000.0,1646800.0,1795700.0,1656900.0,1706600.0,"pseudouridine synthase, Cbf5p"
733,Tb927.10.1720,647660.0,610250.0,578980.0,634950.0,1022600.0,1017900.0,1105600.0,1035500.0,"ATP-dependent DEAD/H RNA helicase, putative"
734,Tb927.10.1730,287830.0,308750.0,297140.0,289590.0,439260.0,477340.0,527140.0,472490.0,"Polyadenylation mediator complex protein PAMC3, putative"
735,Tb927.10.1740,106700.0,100340.0,93273.0,89264.0,146780.0,147860.0,171700.0,149480.0,"hypothetical protein, conserved"
736,Tb927.10.180,923720.0,993820.0,957310.0,1022600.0,1588400.0,1618800.0,1820500.0,1786300.0,"ATP synthase F1 subunit gamma protein, putative"
737,Tb927.10.1810,151640.0,150660.0,121570.0,135730.0,188010.0,224980.0,219080.0,225600.0,"RING-H2 zinc finger, putative"
738,Tb927.10.1830,251020.0,265030.0,249060.0,231050.0,433370.0,426390.0,477100.0,431710.0,"syntaxin, putative"
739,Tb927.10.1860,189460.0,199470.0,188750.0,174590.0,291410.0,291870.0,314070.0,309230.0,"hypothetical protein, conserved"
740,Tb927.10.1890,1057800.0,1092800.0,1041300.0,1041500.0,1736900.0,1830100.0,1936000.0,1819400.0,"cysteine peptidase, Clan CA, family C2, putative"
741,Tb927.10.190,190810.0,176530.0,152270.0,160640.0,237070.0,214830.0,308470.0,306290.0,"40S ribosomal protein S6, putative"
742,Tb927.10.1900,216580.0,220410.0,207760.0,190590.0,344050.0,357060.0,386180.0,341040.0,"DNA topoisomerase IA, putative"
743,Tb927.10.1960,345980.0,401820.0,356020.0,373280.0,556510.0,586010.0,597080.0,589460.0,"hypothetical protein, conserved"
744,Tb927.10.1970,2905400.0,3142300.0,2618300.0,2612100.0,3714700.0,3991800.0,4177600.0,3949300.0,"CHAT domain containing protein, putative"
745,Tb927.10.1980,75700.0,74693.0,78961.0,82701.0,129120.0,131890.0,155740.0,131170.0,"hypothetical protein, conserved"
746,Tb927.10.1990,2587500.0,2613200.0,2472300.0,2581900.0,3940100.0,4221500.0,4548600.0,4216500.0,"major vault protein, putative"
747,Tb927.10.200,3299500.0,3201200.0,3039800.0,3171400.0,5023300.0,4647000.0,5057200.0,4758000.0,"vacuolar ATP synthase, putative"
748,Tb927.10.2000,30189.0,23131.0,15517.0,23557.0,43020.0,44152.0,41634.0,41659.0,"actin-like protein, putative"
749,Tb927.10.2010,12397000.0,12194000.0,11563000.0,10535000.0,22102000.0,21075000.0,20769000.0,21453000.0,hexokinase
751,Tb927.10.2030,114060.0,116910.0,103740.0,95881.0,170850.0,163710.0,174410.0,149910.0,"Pentatricopeptide repeat protein (PPR), putative"
752,Tb927.10.2040,435380.0,480430.0,454180.0,444050.0,738790.0,723860.0,780890.0,721460.0,"STE group serine/threonine-protein kinase, putative"
753,Tb927.10.2060,67306.0,78064.0,77511.0,83124.0,113160.0,126590.0,149990.0,147920.0,"hypothetical protein, conserved"
754,Tb927.10.2080,72206.0,81777.0,66630.0,71599.0,112740.0,116940.0,120270.0,134490.0,"hypothetical protein, conserved"
755,Tb927.10.210,488540.0,449110.0,474190.0,474540.0,672950.0,801440.0,767460.0,694520.0,GPI transamidase component GAA1
756,Tb927.10.2130,592320.0,577480.0,562590.0,528280.0,1066500.0,1019700.0,1140400.0,963850.0,"Vps51/Vps67, putative"
757,Tb927.10.2190,178800.0,201560.0,184270.0,202340.0,328060.0,354000.0,340560.0,355370.0,"Protein of unknown function (DUF667), putative"
758,Tb927.10.6370,106060.0,83809.0,95849.0,95562.0,134020.0,153530.0,135410.0,143620.0,"60S ribosomal proteins L37, putative"
759,Tb927.10.2200,338750.0,359530.0,329490.0,347110.0,573330.0,542960.0,564290.0,583060.0,"hypothetical protein, conserved"
760,Tb927.10.2230,50570.0,43481.0,39927.0,51542.0,91779.0,84085.0,86984.0,77005.0,"NADPH:adrenodoxin oxidoreductase, mitochondrial, putative"
761,Tb927.10.2240,3783700.0,3663000.0,4008900.0,3620100.0,6260800.0,6678000.0,7101100.0,6475000.0,RNA binding protein
762,Tb927.10.2250,43364.0,49700.0,40639.0,40738.0,87860.0,96050.0,85899.0,82422.0,"ubiquitin-conjugating enzyme variant Kua homologue, putative"
763,Tb927.10.2260,52419.0,45467.0,51271.0,48442.0,76810.0,97685.0,97874.0,78568.0,"Ubiquitin family, putative"
764,Tb927.10.2270,1244000.0,1307500.0,1365000.0,1347600.0,2300000.0,2345300.0,2464600.0,2365300.0,"vacuolar protein sorting-associated protein 35, putative"
765,Tb927.10.2290,708230.0,695560.0,720840.0,686000.0,1127700.0,1227600.0,1238000.0,1203900.0,"chaperone protein DnaJ, putative"
766,Tb927.10.230,512080.0,517670.0,598440.0,529340.0,821660.0,935330.0,981400.0,955980.0,"proteasome subunit alpha type-5, putative"
767,Tb927.10.2320,339040.0,351090.0,349510.0,356700.0,617060.0,598220.0,656450.0,615110.0,Nucleoporin NUP41
768,Tb927.10.2350,345580.0,406640.0,405610.0,369030.0,682390.0,657940.0,717990.0,741090.0,"pyruvate dehydrogenase complex E3 binding protein, putative"
769,Tb927.10.2370,1725900.0,1548000.0,1658000.0,1585600.0,2745500.0,2899700.0,3173100.0,2850500.0,"Lupus La protein homolog, putative"
770,Tb927.10.2380,1326600.0,1283600.0,1267500.0,1249600.0,2102800.0,2174100.0,2343300.0,2229300.0,"Tetratricopeptide repeat, putative"
771,Tb927.10.240,784170.0,859410.0,766840.0,797200.0,1293600.0,1379800.0,1419400.0,1319800.0,"peroxin 14, putative"
772,Tb927.10.2440,2431700.0,2374100.0,2259600.0,2309200.0,3434500.0,3385900.0,3676100.0,3333500.0,Metacaspase-4
773,Tb927.10.2470,611110.0,614250.0,567080.0,600400.0,916450.0,910150.0,947200.0,1038600.0,"Cleft lip and palate transmembrane protein 1 (CLPTM1), putative"
774,Tb927.10.2490,565440.0,609160.0,582580.0,555060.0,823460.0,934740.0,911430.0,917360.0,glucose-6-phosphate 1-dehydrogenase
775,Tb927.10.250,22141.0,21065.0,19888.0,23480.0,35603.0,33557.0,41795.0,31864.0,"hypothetical protein, conserved"
776,Tb927.10.2530,2099300.0,2123400.0,2117100.0,2055400.0,3280000.0,3597600.0,3921200.0,3498800.0,"adenylate kinase, putative"
777,Tb927.10.2560,212000.0,187070.0,227080.0,221050.0,383790.0,390220.0,408070.0,420240.0,mitochondrial malate dehydrogenase
778,Tb927.10.2570,241850.0,224020.0,216590.0,246910.0,419660.0,445040.0,493570.0,466280.0,"lysosomal alpha-mannosidase precursor, putative"
779,Tb927.10.260,14858.0,14530.0,16511.0,13020.0,20682.0,20656.0,24306.0,23713.0,"BolA-like protein, putative"
780,Tb927.10.2610,93177.0,94244.0,91092.0,87075.0,146360.0,157220.0,177390.0,149010.0,"Domain of unknown function (DUF1935), putative"
781,Tb927.10.2620,922050.0,997350.0,991840.0,793020.0,1631000.0,1533100.0,1684500.0,1515200.0,"CS domain containing protein, putative"
782,Tb927.10.2630,14578.0,9650.1,12604.0,14525.0,20238.0,27552.0,23476.0,22406.0,"Regulator of Vps4 activity in the MVB pathway, putative"
783,Tb927.10.2640,7467300.0,7851400.0,7254900.0,7212900.0,12404000.0,13049000.0,13536000.0,12557000.0,intraflagellar transport protein 81
784,Tb927.10.2650,85112.0,79205.0,86913.0,77930.0,152070.0,156370.0,166290.0,178970.0,"hypothetical protein, conserved"
785,Tb927.10.2670,94555.0,101330.0,113760.0,110790.0,206740.0,183680.0,206460.0,189740.0,"hypothetical protein, conserved"
787,Tb927.9.15420,5051200.0,5356400.0,4345800.0,4783500.0,8605300.0,8897800.0,8306800.0,8639100.0,60S ribosomal protein L32
788,Tb927.10.2700,260650.0,277240.0,284910.0,261940.0,445340.0,481920.0,553410.0,510780.0,predicted WD40 repeat protein
789,Tb927.10.2720,147230.0,149560.0,145710.0,158280.0,234480.0,262410.0,305690.0,271690.0,"hypothetical protein, conserved"
790,Tb927.10.2730,758830.0,716680.0,765430.0,667440.0,1222900.0,1295000.0,1363600.0,1258500.0,"START domain containing protein, putative"
791,Tb927.10.2760,117160.0,119800.0,112820.0,112360.0,194620.0,176240.0,212040.0,190830.0,"ATPase family associated with various cellular activities (AAA), putative"
792,Tb927.10.2780,555600.0,562640.0,547390.0,554980.0,803090.0,944430.0,968820.0,884600.0,DNA-directed RNA polymerase III subunit C1
793,Tb927.10.2790,80133.0,74580.0,61458.0,67092.0,89932.0,123050.0,127910.0,116750.0,"Conserved oligomeric complex COG6, putative"
794,Tb927.10.2810,885290.0,920350.0,848300.0,942080.0,1505300.0,1616100.0,1611900.0,1617600.0,"hypothetical protein, conserved"
795,Tb927.3.1370,2409800.0,2600700.0,1924500.0,1994200.0,3808800.0,3509100.0,3692100.0,3664500.0,"40S ribosomal protein S25, putative"
796,Tb927.10.2860,82695.0,89302.0,96454.0,84558.0,141510.0,145000.0,136470.0,127770.0,POC1 centriolar protein homolog
797,Tb927.10.2880,819280.0,855910.0,863980.0,842280.0,1374100.0,1428100.0,1498700.0,1515500.0,"Voltage-dependent calcium channel subunit, putative"
798,Tb927.10.290,1407800.0,1501700.0,1559600.0,1397100.0,2267300.0,2539900.0,2613600.0,2519600.0,"proteasome alpha 2 subunit, putative"
799,Tb927.10.2900,632570.0,601470.0,567280.0,602030.0,999510.0,1069000.0,1090100.0,1112200.0,"importin beta-1 subunit, putative"
800,Tb927.10.2910,317530.0,332760.0,309930.0,288630.0,460680.0,505680.0,494170.0,496900.0,splicing factor PTSR1 interacting protein
801,Tb927.10.2930,314040.0,339670.0,311190.0,303540.0,535910.0,570500.0,566490.0,551690.0,"hypothetical protein, conserved"
802,Tb927.10.2940,405620.0,412110.0,392140.0,400860.0,648070.0,688300.0,717940.0,703470.0,"Soluble NSF attachment protein, SNAP, putative"
803,Tb927.10.2950,686670.0,642500.0,687080.0,642140.0,1096500.0,1160600.0,1187600.0,1176000.0,"hypothetical protein, conserved"
804,Tb927.10.3030,1552700.0,1486700.0,1338100.0,1399100.0,2465200.0,2394200.0,2615600.0,2616200.0,proteasome regulatory non-ATPase subunit 11
805,Tb927.10.2990,291410.0,303060.0,293760.0,274450.0,495520.0,530130.0,517910.0,500550.0,nuclear cap binding complex subunit CBP110
806,Tb927.10.3000,137000.0,143480.0,141810.0,148830.0,227600.0,240820.0,280080.0,238480.0,"Orofaciodigital syndrome 1-like protein, putative"
807,Tb927.10.3010,412410.0,403820.0,425860.0,430380.0,719850.0,758830.0,793250.0,811240.0,"hook complex protein, conserved"
808,Tb927.10.3020,53547.0,50239.0,48817.0,50259.0,76717.0,95055.0,89264.0,81996.0,"hypothetical protein, conserved"
809,Tb927.10.3070,148740.0,129450.0,141460.0,125330.0,213250.0,211390.0,250940.0,212170.0,"hypothetical protein, conserved"
810,Tb927.10.3080,573520.0,624170.0,601430.0,602840.0,912900.0,925360.0,1018800.0,1029700.0,"methionine biosynthetic protein, putative"
811,Tb927.10.3090,35237.0,33202.0,23442.0,28277.0,46756.0,48697.0,51813.0,44666.0,"hypothetical protein, conserved"
812,Tb927.10.310,174520.0,185560.0,165960.0,171180.0,295440.0,315570.0,313080.0,301850.0,pumillio/PUF RNA binding protein 3
813,Tb927.10.3100,13517.0,13724.0,13818.0,13379.0,24253.0,21338.0,25378.0,19678.0,"glycerol-3-phosphate acyltransferase, putative"
814,Tb927.10.3110,25169.0,21789.0,24291.0,21458.0,39654.0,39997.0,46066.0,41268.0,"DNA primase large subunit, putative"
815,Tb927.10.3130,30922.0,30986.0,31883.0,35775.0,57070.0,59969.0,65138.0,57796.0,"myotubularin-associated protein, putative"
816,Tb927.10.3150,157510.0,174300.0,146550.0,165310.0,246950.0,270170.0,265570.0,262790.0,"N-acetyltransferase, putative"
817,Tb927.10.3160,109970.0,116360.0,105180.0,103460.0,173070.0,183070.0,197190.0,202010.0,"hypothetical protein, conserved"
818,Tb927.10.3170,838390.0,864880.0,857290.0,866690.0,1366700.0,1393900.0,1450800.0,1334600.0,"GCN20-type ATP-binding cassette protein, putative"
819,Tb927.10.3200,919360.0,968810.0,918440.0,885940.0,1762100.0,1683000.0,1856900.0,1614000.0,"U2 splicing auxiliary factor, putative"
820,Tb927.10.3210,5707200.0,5670200.0,5367500.0,5314700.0,10717000.0,10598000.0,11248000.0,10802000.0,"delta-1-pyrroline-5-carboxylate dehydrogenase, putative"
821,Tb927.10.3230,307680.0,319720.0,256550.0,287300.0,449340.0,494250.0,527440.0,505470.0,"CMGC/MAPK protein kinase, putative"
822,Tb927.10.3260,2007600.0,2061100.0,1910000.0,1853700.0,3519400.0,3589600.0,3724700.0,3809700.0,"Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5), putative"
823,Tb927.10.330,82953.0,72637.0,78713.0,71858.0,128810.0,128400.0,141880.0,146320.0,"hypothetical protein, conserved"
824,Tb927.10.3310,133900.0,140710.0,141370.0,147240.0,227790.0,251760.0,262420.0,220010.0,Component of motile flagella 76b
825,Tb927.10.3330,102380.0,89988.0,76392.0,83210.0,127440.0,148630.0,143710.0,167450.0,"DDRGK domain containing protein, putative"
826,Tb927.10.3350,19555.0,20332.0,19332.0,19700.0,35213.0,34013.0,40918.0,30991.0,"major facilitator superfamily, putative"
827,Tb927.10.3380,219350.0,233840.0,230410.0,189750.0,333490.0,330810.0,338550.0,312690.0,"60S acidic ribosomal protein P2, putative"
828,Tb927.10.3390,81356.0,99837.0,88806.0,89716.0,142010.0,127780.0,156510.0,156210.0,predicted TLD domain protein
829,Tb927.10.340,64971.0,70723.0,71873.0,64442.0,106670.0,106400.0,109250.0,104630.0,"mitochondrial structure specific endonuclease I (SSE-1), putative"
830,Tb927.10.3400,39876.0,28121.0,37739.0,30801.0,53337.0,54288.0,93767.0,99578.0,"hypothetical protein, conserved"
831,Tb927.10.3430,151720.0,143630.0,147460.0,125850.0,242960.0,267980.0,262490.0,232280.0,"hypothetical protein, conserved"
832,Tb927.10.3470,81785.0,101370.0,101780.0,106260.0,138010.0,149030.0,149610.0,152410.0,"Ankyrin repeats (3 copies), putative"
833,Tb927.10.3500,1219800.0,1126400.0,1205800.0,1155400.0,1969400.0,1941300.0,2176300.0,2026100.0,splicing factor u2af 65 kda subunit
834,Tb927.10.3510,75364.0,72202.0,79635.0,73557.0,111340.0,109040.0,119800.0,119240.0,"tRNA pseudouridine synthase D (TruD), putative"
835,Tb927.10.3520,1405700.0,1417400.0,1300500.0,1277000.0,2218400.0,2370300.0,2358700.0,2305600.0,protease regulatory ATPase subunit 4
836,Tb927.10.3540,324070.0,318790.0,317290.0,289900.0,535420.0,595870.0,664110.0,595920.0,DNA-directed RNA polymerase I subunit RPA31
837,Tb927.10.3560,1086300.0,1071500.0,1158600.0,1077100.0,1738300.0,1641000.0,1823000.0,1717100.0,"Protein arginine N-methyltransferase 1, prozyme"
838,Tb927.10.3570,456290.0,478760.0,464920.0,393500.0,774130.0,729590.0,756270.0,753780.0,RNA editing exonuclease 2
839,Tb927.10.3590,112290.0,132160.0,109350.0,128490.0,195220.0,189370.0,205350.0,198090.0,"hypothetical protein, conserved"
840,Tb927.10.360,160080.0,181190.0,172420.0,178060.0,275920.0,277040.0,323240.0,295970.0,"hypothetical protein, conserved"
841,Tb927.10.3640,210980.0,233680.0,194370.0,213030.0,394970.0,402900.0,391850.0,382000.0,"nuclear transmembrane protein, putative"
842,Tb927.10.3650,33244.0,24292.0,32749.0,30000.0,39499.0,42726.0,46733.0,42956.0,NADH-dependent fumarate reductase
843,Tb927.10.3660,5398900.0,5756700.0,5563100.0,5782000.0,9508400.0,9565700.0,10444000.0,9561200.0,aspartate aminotransferase
844,Tb927.10.3670,45835.0,63069.0,54138.0,50011.0,95136.0,93677.0,96984.0,88978.0,"hypothetical protein, conserved"
845,Tb927.10.370,9742.5,9976.0,7765.1,7175.1,14298.0,12633.0,15336.0,16339.0,"calcineurin B subunit, putative"
846,Tb927.10.3700,157930.0,224840.0,173880.0,183310.0,348740.0,381510.0,363260.0,379850.0,"AMP-activated protein kinase, gamma regulatory subunit"
847,Tb927.10.3750,119900.0,121040.0,137960.0,130350.0,191320.0,210380.0,214490.0,201390.0,"Endonuclease/Exonuclease/phosphatase family, putative"
848,Tb927.10.3760,778540.0,846060.0,745130.0,746400.0,1276300.0,1244300.0,1305100.0,1346200.0,"vacuolar ATP synthase subunit d, putative"
849,Tb927.10.3770,39105.0,37693.0,30290.0,25755.0,51957.0,54071.0,65700.0,57054.0,predicted TPR repeat protein
850,Tb927.10.3780,156320.0,149240.0,159850.0,147420.0,222370.0,238000.0,244420.0,248650.0,"hypothetical protein, conserved"
851,Tb927.10.3790,128260.0,139670.0,136330.0,122430.0,200320.0,217790.0,222680.0,212500.0,"hypothetical protein, conserved"
852,Tb927.10.3810,94482.0,78978.0,77269.0,76530.0,136430.0,141270.0,136160.0,138990.0,Nucleoporin NUP65
853,Tb927.10.3820,151760.0,148040.0,142820.0,166800.0,228960.0,246900.0,269500.0,249120.0,"hypothetical protein, conserved"
854,Tb927.11.14130,842140.0,810760.0,826740.0,777980.0,1372500.0,1270300.0,1464000.0,1303600.0,"ribosomal protein L18, putative"
855,Tb927.10.3860,235050.0,242040.0,221800.0,222660.0,402760.0,412170.0,438070.0,395760.0,"SNF-7-like protein, putative"
